BHK,Rent,Size,Floor,Area Type,Furnishing Status,Bathroom,Tenant Preferred_Bachelors,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Agent,Point of Contact_Contact Builder,Point of Contact_Contact Owner,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai
2,100000,900,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,65000,750,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,230000,1000,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
3,180000,1500,7,0,1,3,1,0,0,1,0,0,0,0,0,0,0,1
2,180000,1200,7,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
3,120000,1200,10,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
1,20000,280,11,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
2,130000,1000,10,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
3,400000,1800,7,0,1,4,1,0,0,1,0,0,0,0,0,0,0,1
2,75000,694,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
5,350000,3250,12,0,0,5,0,0,1,1,0,0,0,0,0,0,0,1
3,100000,1740,21,1,2,4,0,1,0,0,0,1,0,0,0,0,0,1
2,55000,750,8,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
3,70000,1000,12,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
1,30000,500,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1
4,330000,2000,11,0,1,5,1,0,0,1,0,0,0,0,0,0,0,1
1,75000,550,7,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
1,14000,270,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
3,130000,960,9,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
3,40000,1200,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,1
2,46000,710,15,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,27000,472,13,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1
2,95000,1000,10,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
2,94000,800,14,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
2,40000,650,7,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
3,150000,1300,6,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
2,30000,600,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,95000,750,7,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
2,130000,890,45,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
1,14000,421,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
3,100000,1300,12,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
1,35000,350,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2,57000,800,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
2,45000,650,5,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1
1,11000,650,18,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1
2,50000,650,10,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
2,35000,680,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,100000,800,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
3,130000,1250,12,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
1,52000,475,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2,28000,600,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,18000,450,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,30000,400,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
3,45000,985,-2,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1
3,130000,1450,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1
2,58000,650,15,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
2,65000,805,48,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
1,24000,650,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
1,54500,515,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
3,70000,1000,15,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,67000,1050,6,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
2,75000,777,17,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,45000,831,16,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
3,98000,1233,35,0,1,4,0,1,0,1,0,0,0,0,0,0,0,1
1,16000,250,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2,95000,900,18,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
2,40000,753,11,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
3,300000,1800,8,0,2,3,1,0,0,1,0,0,0,0,0,0,0,1
2,80000,670,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
4,380000,2800,50,0,1,4,0,1,0,1,0,0,0,0,0,0,0,1
3,160000,1197,18,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
2,44000,880,12,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1
2,200000,1000,7,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,65000,935,2,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
2,50000,751,16,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,6000,200,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
4,280000,2500,24,0,1,6,0,1,0,1,0,0,0,0,0,0,0,1
1,46000,500,6,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1
1,35000,430,15,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1
3,75000,1088,16,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
1,20000,330,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
1,25000,400,-1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
3,110000,1200,6,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
2,29500,700,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
3,53000,1000,16,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
2,85000,750,11,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,26000,450,6,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
1,33000,640,11,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1
3,180000,1190,5,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
3,70000,850,5,1,0,3,1,0,0,1,0,0,0,0,0,0,0,1
1,17000,330,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
2,37000,685,10,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
1,27000,400,6,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
1,35500,500,8,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
1,24000,550,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
4,250000,2500,2,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1
3,180000,1100,6,0,2,3,0,0,1,1,0,0,0,0,0,0,0,1
2,18500,650,3,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
3,200000,1400,8,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
2,70000,1050,14,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
3,55000,850,6,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1
1,24000,550,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2,55000,750,5,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
3,150000,1350,23,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
2,50000,800,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
4,300000,2650,14,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
3,90100,975,29,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,57000,1325,15,0,2,4,0,1,0,1,0,0,0,0,0,0,0,1
2,40000,700,3,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
2,80000,700,3,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1
2,95000,850,15,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,14000,305,10,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2,50000,850,8,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,43000,724,6,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,55000,650,8,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
2,35000,650,5,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
2,33000,700,15,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
2,47000,785,4,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
3,75000,1250,15,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
4,45000,1016,3,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1
1,36000,380,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,40000,475,18,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1,40000,444,8,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
2,32000,640,6,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,17000,320,23,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
3,77000,1100,16,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1
4,290000,1500,5,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
2,35000,650,6,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,40000,508,16,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
4,250000,2500,2,0,2,4,0,1,0,1,0,0,0,0,0,0,0,1
2,47000,720,-1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
2,50000,750,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1
1,32000,430,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
2,8000,623,6,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
3,240000,1358,40,0,1,4,0,0,1,1,0,0,0,0,0,0,0,1
3,85000,1000,4,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
3,65000,1100,25,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1
3,75000,1255,12,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
1,26500,450,5,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1
2,45000,650,3,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,95000,955,34,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
2,38000,700,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
3,260000,1915,8,1,1,4,0,0,1,1,0,0,0,0,0,0,0,1
4,300000,2308,9,0,1,6,0,1,0,1,0,0,0,0,0,0,0,1
3,180000,1250,11,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
2,40000,625,6,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
4,300000,2200,7,0,2,4,0,0,1,1,0,0,0,0,0,0,0,1
2,85000,870,5,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
3,110000,1300,4,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
2,40000,750,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
2,45000,750,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0,1
2,52000,550,3,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
4,90000,1250,2,0,2,4,0,0,1,1,0,0,0,0,0,0,0,1
3,140000,1400,11,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
3,150000,1330,32,0,1,4,0,0,1,1,0,0,0,0,0,0,0,1
3,65000,1000,5,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
2,50000,770,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,54000,800,3,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
4,180000,1691,20,0,1,6,0,1,0,1,0,0,0,0,0,0,0,1
1,60000,550,12,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
2,65000,800,10,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
2,35000,615,6,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
2,43000,663,25,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,20000,400,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
2,57000,625,9,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
4,130000,1432,12,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1
1,25000,425,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2,56000,649,5,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
2,55000,905,10,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
2,18000,882,10,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1
3,100000,1200,4,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
2,76000,736,16,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
3,270000,1710,25,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
1,45000,225,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2,39000,720,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,12500,555,6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1,35000,415,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2,55000,649,4,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
3,90000,1000,3,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
2,250000,1300,-1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,25000,1065,15,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1
2,90000,854,15,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,120000,1200,5,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
1,55000,500,8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
3,70000,906,7,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
3,300000,1800,11,0,2,4,0,1,0,1,0,0,0,0,0,0,0,1
2,25000,500,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1
1,35000,450,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
3,120000,1130,3,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
1,27000,495,5,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1
1,25000,407,5,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1
3,150000,1092,60,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
2,32000,610,11,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
1,40000,500,13,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1
2,52000,750,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,80000,750,6,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
2,55000,850,6,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
1,30000,350,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,20000,300,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,85000,695,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
1,40000,415,15,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,21000,450,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
3,43000,850,8,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1
2,58000,805,30,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
2,130000,700,7,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
3,260000,1800,10,0,2,4,0,0,1,1,0,0,0,0,0,0,0,1
2,46000,669,15,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
1,6500,325,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1,21000,600,5,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1
2,46000,725,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,60000,750,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,65000,1050,13,0,1,3,1,0,0,1,0,0,0,0,0,0,0,1
2,15000,600,18,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1
2,130000,1000,10,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,90000,1110,9,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
2,62000,650,11,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
3,160000,1100,8,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
3,80000,1100,15,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1
3,80000,1110,49,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
3,55000,999,14,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
3,100000,1000,2,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
4,200000,2200,11,0,1,5,0,1,0,1,0,0,0,0,0,0,0,1
3,100000,1256,10,0,2,3,0,0,1,1,0,0,0,0,0,0,0,1
2,79500,750,17,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
3,84500,889,7,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
2,100000,750,14,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,13000,385,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
4,100000,1454,5,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1
1,35000,480,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
2,72000,660,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,180000,1600,9,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
1,26000,434,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,72000,1121,7,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1
1,8000,620,6,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
3,130000,937,16,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1
1,52000,470,6,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,13000,410,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
3,45000,850,5,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1
3,180000,1500,15,0,2,4,0,1,0,1,0,0,0,0,0,0,0,1
2,63000,888,12,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
1,7500,380,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1
1,30000,360,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,28500,565,1,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1
3,100000,2000,25,1,1,4,0,1,0,1,0,0,0,0,0,0,0,1
4,270000,1358,25,0,1,4,0,0,1,1,0,0,0,0,0,0,0,1
2,38000,661,17,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,26000,450,9,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
3,70000,1300,6,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1
2,41000,600,4,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1
2,27000,900,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,1
1,53000,379,21,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
2,65000,805,8,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
1,85000,650,3,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1
1,6000,500,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
1,43000,480,5,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1
2,65000,550,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
3,280000,1600,5,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
3,98000,1400,4,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
3,330000,1500,20,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,65000,1050,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1
3,85000,920,4,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1
1,40000,450,8,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,23000,440,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
3,55000,932,3,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1
1,15000,270,15,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1
1,52000,379,23,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
2,13000,582,5,0,2,2,0,0,1,0,0,1,0,0,0,0,0,1
2,95000,800,6,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,25000,444,7,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,21000,428,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
5,360000,1880,11,0,2,4,0,0,1,1,0,0,0,0,0,0,0,1
2,60000,888,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,19000,490,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
3,140000,937,28,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1
2,30000,710,12,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
4,130000,1617,15,0,1,5,0,1,0,1,0,0,0,0,0,0,0,1
2,80000,836,6,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,85000,1200,36,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
2,65000,950,9,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
1,33000,460,10,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,36000,585,10,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1
2,22000,550,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1
1,17000,375,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2,55000,700,10,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,66000,750,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
4,140000,2000,6,0,2,4,0,0,1,1,0,0,0,0,0,0,0,1
4,260000,2046,22,0,1,5,0,1,0,1,0,0,0,0,0,0,0,1
2,32000,750,3,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
2,45000,730,5,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
2,50000,750,10,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,18500,229,5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
2,51000,910,10,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
4,140000,1648,21,0,1,5,0,1,0,1,0,0,0,0,0,0,0,1
3,80000,1100,48,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1
1,30000,560,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
2,85000,850,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,15000,450,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2,50000,820,7,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
2,60000,750,10,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,23000,410,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,14500,490,12,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1
2,40000,700,11,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
5,650000,3000,8,0,1,5,0,1,0,1,0,0,0,0,0,0,0,1
1,80000,560,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1
2,55000,650,8,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,12000,520,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
2,45000,850,9,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,90000,777,19,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,43000,771,15,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,22000,400,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2,20000,600,7,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1
1,26000,390,-1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
4,850000,3200,2,0,2,4,0,1,0,1,0,0,0,0,0,0,0,1
1,34999,450,5,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
1,35000,500,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
1,50000,410,6,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,16000,160,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2,55000,750,10,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,39000,585,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1
3,100000,1300,12,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1
1,25000,350,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1
1,25000,490,3,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
2,49500,650,5,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
1,21000,225,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2,110000,850,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,21000,385,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2,46700,800,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1
4,400000,2500,5,0,2,4,0,1,0,1,0,0,0,0,0,0,0,1
4,280000,1526,76,0,1,5,0,1,0,1,0,0,0,0,0,0,0,1
1,18000,300,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
3,80000,1800,10,1,1,3,0,1,0,1,0,0,0,0,0,0,0,1
2,88000,800,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,90000,890,20,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1
2,38000,700,14,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,20000,465,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
2,140000,900,8,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1
3,78000,1073,8,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
1,21000,450,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
3,95000,1350,8,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
2,90000,800,5,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,34000,600,4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
2,55000,650,5,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
2,52000,550,3,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
1,74999,840,8,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
3,75000,1121,30,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
2,45000,650,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
1,22000,575,14,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,32000,475,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1
2,34000,830,9,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
3,170000,1337,28,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
1,23000,420,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,20000,310,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
3,350000,1800,2,0,2,4,0,0,1,1,0,0,0,0,0,0,0,1
3,90000,967,14,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1
1,55000,505,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,15000,275,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2,22000,640,21,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
3,60000,1500,10,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1
2,49000,850,10,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
2,34000,900,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
1,24000,430,6,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1
